time,cams,denms,alerted,suppressed,rsu_relays,avg_ms,risk,min_gap
0.0,0,0,0,0,0,0.0,0,0.0
0.3704516887664795,0,0,0,0,0,0.0,0,148.1370344601678
0.8567898273468018,0,0,0,0,0,0.0,0,144.41000533428132
1.3593628406524658,14,0,0,0,0,0.0,0,140.55856102036728
1.8917934894561768,14,0,0,0,0,0.0,0,136.47830414107193
2.3995563983917236,28,0,0,0,0,0.0,0,132.58708730956482
2.899165391921997,28,0,0,0,0,0.0,0,128.7583576198108
3.427107095718384,42,0,0,0,0,0.0,0,124.71250155644884
3.9613773822784424,42,0,0,0,0,0.0,0,120.61814670096123
4.441050052642822,56,0,0,0,0,0.0,0,116.94219807279364
4.986097097396851,56,0,0,0,0,0.0,0,112.76525604495555
5.466355562210083,70,0,0,0,0,0.0,0,109.08481820897259
5.993905305862427,70,0,0,0,0,0.0,0,105.0419659134775
6.490407228469849,84,0,0,0,0,0.0,0,101.23704711352843
7.022350788116455,98,0,0,0,0,0.0,0,97.16052301875357
7.513324499130249,98,0,0,0,0,0.0,0,93.39796940464748
8.039011001586914,112,0,0,0,0,0.0,0,89.36939596917591
8.570263624191284,112,0,0,0,0,0.0,0,85.29816683746526
9.066008806228638,126,0,0,0,0,0.0,0,81.49904728277693
9.587815046310425,126,0,0,0,0,0.0,0,77.50021005292024
10.114470720291138,140,0,0,0,0,0.0,0,73.4642094177052
10.632305145263672,140,0,0,0,0,0.0,0,69.49581000347621
11.19656753540039,154,0,0,0,0,0.0,0,65.17161209290134
11.667079210281372,154,0,0,0,0,0.0,0,61.56586831662662
12.145562410354614,168,0,0,0,0,0.0,0,57.89903513729564
12.644895315170288,168,0,0,0,0,0.0,0,54.072421240236054
13.165419816970825,182,0,0,0,0,0.0,0,50.0834065505569
13.704081058502197,182,0,0,0,0,0.0,0,45.95540182110244
14.209182500839233,196,0,0,0,0,0.0,0,42.0845810119165
14.738142728805542,196,0,0,0,0,0.0,0,38.030919537163754
15.246853351593018,210,0,0,0,0,0.0,0,34.13243994575987
15.773958206176758,210,0,0,0,0,0.0,30,30.09299703642
16.2656672000885,224,0,0,0,0,0.0,30,26.324808616899873
16.775421380996704,224,0,0,0,0,0.0,30,22.41833176761702
17.268733978271484,238,0,0,0,0,0.0,30,18.63785421021862
17.901286125183105,238,0,0,0,0,0.0,30,13.790321006132217
18.41532254219055,252,0,0,0,0,0.0,30,9.851027444772399
18.920356035232544,252,0,0,0,0,0.0,30,5.9807273617677765
19.454277276992798,266,1,1,1,2,3.2097550165625424,0,12.270849317569628
20.081973552703857,280,1,1,1,2,3.2097550165625424,0,19.66573421184421
20.582402229309082,280,1,1,1,2,3.2097550165625424,0,25.561280520602622
21.134766340255737,294,1,1,1,2,3.2097550165625424,0,32.06867777344064
21.629146814346313,294,1,1,1,2,3.2097550165625424,0,37.89297025587621
22.121758460998535,308,1,1,1,2,3.2097550165625424,0,43.69642419615275
22.66085457801819,308,1,1,1,2,3.2097550165625424,0,50.04751131674243
23.17931628227234,322,1,1,1,2,3.2097550165625424,30,48.42819594328412
23.730925798416138,322,1,1,1,2,3.2097550165625424,30,40.95149899662675
24.265770435333252,336,1,1,1,2,3.2097550165625424,30,33.70203874124604
24.785799980163574,336,1,1,1,2,3.2097550165625424,30,26.653387120466334
25.35054302215576,350,1,1,1,2,3.2097550165625424,30,18.99867404149859
25.89089584350586,350,1,1,1,2,3.2097550165625424,30,11.674554041268607
26.384371519088745,364,1,1,1,2,3.2097550165625424,30,4.985822304598514
26.882740259170532,364,2,1,2,3,4.954647552165143,0,7.9212716405034485
27.462887048721313,378,2,1,2,3,4.954647552165143,0,11.33840311595418
28.006956338882446,392,2,1,2,3,4.954647552165143,0,14.543033960632897
28.51070523262024,392,2,1,2,3,4.954647552165143,0,17.510173021848402
29.024961948394775,406,2,1,2,3,4.954647552165143,0,20.53920436630483
29.606623649597168,406,2,1,2,3,4.954647552165143,0,23.965258846037386
30.142292976379395,420,2,1,2,3,4.954647552165143,0,27.120412937984383
30.657111883163452,420,2,1,2,3,4.954647552165143,0,30.152755652301778
31.167972564697266,434,2,1,2,3,4.954647552165143,0,33.161783963552296
31.675575971603394,434,2,1,2,3,4.954647552165143,0,36.15162655171525
32.22119665145874,448,2,1,2,3,4.954647552165143,0,39.36539526055225
32.73063254356384,448,2,1,2,3,4.954647552165143,0,42.36603139780408
33.28854274749756,462,2,1,2,3,4.954647552165143,0,45.65218682031923
33.8162899017334,462,2,1,2,3,4.954647552165143,0,48.76067840262249
34.333192348480225,476,2,1,2,3,4.954647552165143,0,51.80529340753151
34.90003037452698,476,2,1,2,3,4.954647552165143,0,55.14403473157904
35.41113495826721,490,2,1,2,3,4.954647552165143,0,58.15449965494486
35.98014307022095,490,2,1,2,3,4.954647552165143,0,61.50602303517326
36.4877142906189,504,2,1,2,3,4.954647552165143,0,64.49567604109234
37.00545644760132,518,2,1,2,3,4.954647552165143,0,67.54523703609902
37.503031969070435,518,2,1,2,3,4.954647552165143,0,70.4760142229253
38.067429542541504,532,2,1,2,3,4.954647552165143,0,73.80038099994294
38.62018132209778,532,2,1,2,3,4.954647552165143,0,77.05615270816133
39.138906955718994,546,2,1,2,3,4.954647552165143,0,80.11150649395529
39.716893672943115,546,2,1,2,3,4.954647552165143,0,83.51591489436782
40.2386212348938,560,2,1,2,3,4.954647552165143,0,86.58895038411401
40.80292582511902,560,2,1,2,3,4.954647552165143,0,89.91276947909353
41.31397533416748,574,2,1,2,3,4.954647552165143,0,92.92291000617524
41.82925486564636,574,2,1,2,3,4.954647552165143,0,95.9579658530505
42.337512731552124,588,2,1,2,3,4.954647552165143,0,98.95166328017376
42.859118700027466,588,2,1,2,3,4.954647552165143,0,102.02398257033167
43.334672927856445,602,2,1,2,3,4.954647552165143,0,99.07919407712018
43.8277108669281,602,2,1,2,3,4.954647552165143,0,91.02767084801246
44.34939408302307,616,2,1,2,3,4.954647552165143,0,82.50835783016817
44.863550662994385,616,2,1,2,3,4.954647552165143,0,74.11195804228907
45.357725858688354,630,2,1,2,3,4.954647552165143,0,66.04186291964868
45.8804190158844,630,2,1,2,3,4.954647552165143,30,57.50605712591255
