time,id,position,speed,lane,type,in_accident,emergency_braking,alert_received,msgs_forwarded,msgs_suppressed
0.0,V15,1500.0,50,1,emergency,False,False,False,0,0
0.0,V16,3500.0,50,1,emergency,False,False,False,0,0
0.0,V17,370.48029739472196,108.01974290564694,1,car,False,False,False,0,0
0.0,V18,710.4350750485914,98.08957970290814,2,truck,False,False,False,0,0
0.0,V19,1058.6880445954407,98.0894228655179,1,motorcycle,False,False,False,0,0
0.0,V20,1248.9882167530777,102.63591335960133,2,car,False,False,False,0,0
0.0,V21,1732.08080880616,96.51393966817902,1,car,False,False,False,0,0
0.0,V22,2031.0418373338937,90.26976640859864,2,car,False,False,False,0,0
0.0,V23,2322.8471640797316,116.76971804526627,1,car,False,False,False,0,0
0.0,V24,2581.977917598102,88.94000418519818,2,motorcycle,False,False,False,0,0
0.0,V25,3090.4318884189292,106.91018767088522,1,truck,False,False,False,0,0
0.0,V26,3252.272186829928,116.39535971102825,2,truck,False,False,False,0,0
0.0,V27,3710.626135369765,143.02302023243476,1,motorcycle,False,False,False,0,0
0.0,V28,4029.3216604236663,123.58819282761638,2,motorcycle,False,False,False,0,0
0.3462066650390625,V15,1505.2878621229902,54.9853759765625,1,emergency,False,False,False,0,0
0.3462066650390625,V16,3505.28786212299,54.9853759765625,1,emergency,False,False,False,0,0
0.3462066650390625,V17,380.8683959918722,108.01974290564694,1,car,False,False,False,0,0
0.3462066650390625,V18,719.9880636212943,99.33592369704877,2,truck,False,False,False,0,0
0.3462066650390625,V19,1068.1211590304067,98.0894228655179,1,motorcycle,False,False,False,0,0
0.3462066650390625,V20,1258.8585604412626,102.63591335960133,2,car,False,False,False,0,0
0.3462066650390625,V21,1741.3624113567992,96.51393966817902,1,car,False,False,False,0,0
0.3462066650390625,V22,2039.7229469956092,90.26976640859864,2,car,False,False,False,0,0
0.3462066650390625,V23,2334.076734819177,116.76971804526627,1,car,False,False,False,0,0
0.3462066650390625,V24,2590.5311459974128,88.94000418519818,2,motorcycle,False,False,False,0,0
