time,id,position,speed,lane,type,in_accident,emergency_braking,alert_received,msgs_forwarded,msgs_suppressed
0.0,V15,293.9597079389864,95.1529592371089,1,car,False,False,False,0,0
0.0,V16,672.6367292604143,91.74202122942197,2,car,False,False,False,0,0
0.0,V17,1090.3541488477274,131.26507962145735,1,car,False,False,False,0,0
0.0,V18,1241.3301221536065,103.6766513473388,2,truck,False,False,False,0,0
0.0,V19,1608.2916230170526,121.99287237875293,1,car,False,False,False,0,0
0.0,V20,1943.4899357781842,114.84197142624872,2,car,False,False,False,0,0
0.0,V21,2295.3400137349226,111.38756164633112,1,truck,False,False,False,0,0
0.0,V22,2570.601540726038,104.51067271769347,2,car,False,False,False,0,0
0.0,V23,3018.415617518555,109.6610616085378,1,motorcycle,False,False,False,0,0
0.0,V24,3239.2306471065804,126.16562819754071,2,motorcycle,False,False,False,0,0
0.0,V25,3652.0252012848955,114.18807481136894,1,car,False,False,False,0,0
0.0,V26,3967.3832120729785,137.58514520718924,2,car,False,False,False,0,0
0.0,V27,4261.1069502299615,148.7955849567864,1,car,False,False,False,0,0
0.0,V28,4623.893124565191,96.9376051266101,2,truck,False,False,False,0,0
0.3704516887664795,V15,303.751256394685,95.1529592371089,1,car,False,False,False,0,0
0.3704516887664795,V16,682.077281120217,91.74202122942197,2,car,False,False,False,0,0
0.3704516887664795,V17,1103.8617517426817,131.26507962145735,1,car,False,False,False,0,0
0.3704516887664795,V18,1251.9987862028495,103.6766513473388,2,truck,False,False,False,0,0
0.3704516887664795,V19,1620.8450856809923,121.99287237875293,1,car,False,False,False,0,0
0.3704516887664795,V20,1955.307547515997,114.84197142624872,2,car,False,False,False,0,0
0.3704516887664795,V21,2306.8021554903294,111.38756164633112,1,truck,False,False,False,0,0
0.3704516887664795,V22,2581.3560282822573,104.51067271769347,2,car,False,False,False,0,0
0.3704516887664795,V23,3029.7000968143348,109.6610616085378,1,motorcycle,False,False,False,0,0
0.3704516887664795,V24,3252.213499892709,126.16562819754071,2,motorcycle,False,False,False,0,0
0.3704516887664795,V25,3663.7755249379134,114.18807481136894,1,car,False,False,False,0,0
0.3704516887664795,V26,3981.5411702371966,137.58514520718924,2,car,False,False,False,0,0
0.3704516887664795,V27,4276.4184990433605,148.7955849567864,1,car,False,False,False,0,0
0.3704516887664795,V28,4634.00555333116,98.27123120616942,2,truck,False,False,False,0,0
0.8567898273468018,V15,316.6058433601808,95.1529592371089,1,car,False,False,False,0,0
0.8567898273468018,V16,694.471071074193,91.74202122942197,2,car,False,False,False,0,0
0.8567898273468018,V17,1121.594866877042,131.26507962145735,1,car,False,False,False,0,0
0.8567898273468018,V18,1266.0048722113233,103.6766513473388,2,truck,False,False,False,0,0
0.8567898273468018,V19,1637.3255819234228,121.99287237875293,1,car,False,False,False,0,0
0.8567898273468018,V20,1970.8220004644236,114.84197142624872,2,car,False,False,False,0,0
0.8567898273468018,V21,2321.8499386547956,111.38756164633112,1,truck,False,False,False,0,0
0.8567898273468018,V22,2595.474785513174,104.51067271769347,2,car,False,False,False,0,0
0.8567898273468018,V23,3044.5146403080676,109.6610616085378,1,motorcycle,False,False,False,0,0
