time,id,position,speed,lane,type,in_accident,emergency_braking,alert_received,msgs_forwarded,msgs_suppressed
5.219493627548218,V20,297.93698151705075,99.59720165539255,2,car,False,False,True,0,1
5.219493627548218,V21,315.32923254097335,63.76603948101783,1,motorcycle,False,True,False,0,0
5.219493627548218,V22,334.26948808189024,84.72733911845718,2,motorcycle,False,False,True,0,1
5.219493627548218,V23,362.93942887474583,80.14046182503475,1,car,False,False,True,0,1
5.219493627548218,V24,405.8575161641039,97.24573127106044,2,car,False,False,True,0,1
5.219493627548218,V25,459.0761129848217,109.33961057176896,1,truck,False,False,True,0,1
5.219493627548218,V26,462.9889229636187,102.74622093581021,2,truck,False,False,True,0,1
5.219493627548218,V27,524.333075063534,120.24137110088355,1,car,False,False,True,1,0
5.219493627548218,V28,493.9410852259136,99.27934466253963,2,car,False,False,True,0,1
6.291091203689575,V15,198.98829641840354,85.25673046858574,1,motorcycle,False,False,True,1,1
6.291091203689575,V16,228.13273684110604,100,2,truck,False,False,True,0,2
6.291091203689575,V17,302.04341068275727,125.19310799287692,1,car,False,False,True,0,2
6.291091203689575,V18,321.97831759509336,66.11704035350962,2,motorcycle,False,True,True,0,1
6.291091203689575,V19,300.6772112895768,92.93251736263633,1,motorcycle,False,False,True,0,2
6.291091203689575,V20,327.5836814849343,99.59720165539255,2,car,False,False,True,0,2
6.291091203689575,V21,334.3102140265269,63.76603948101783,1,motorcycle,False,True,True,0,1
6.291091203689575,V22,359.4899356464029,84.72733911845718,2,motorcycle,False,False,True,0,2
6.291091203689575,V23,386.79451905323367,80.14046182503475,1,car,False,False,True,0,2
6.291091203689575,V24,434.80426336414894,97.24573127106044,2,car,False,False,True,0,2
6.291091203689575,V25,491.62279678064044,109.33961057176896,1,truck,False,False,True,1,1
6.291091203689575,V26,493.5729788837572,102.74622093581021,2,truck,False,False,True,1,1
6.291091203689575,V27,560.1248422367619,120.24137110088355,1,car,False,False,True,2,0
6.291091203689575,V28,523.4931699762691,99.27934466253963,2,car,False,False,True,1,1
8.02439260482788,V15,240.03707707886758,85.25673046858574,1,motorcycle,False,False,True,1,2
8.02439260482788,V16,276.2799979838368,100,2,truck,False,False,True,0,3
8.02439260482788,V17,328.6173805208771,55.19310799287692,1,car,False,True,True,0,2
8.02439260482788,V18,353.8118616739423,66.11704035350962,2,motorcycle,False,True,True,0,2
8.02439260482788,V19,345.42167311067885,92.93251736263633,1,motorcycle,False,False,True,0,3
8.02439260482788,V20,375.53700625680824,99.59720165539255,2,car,False,False,True,0,3
8.02439260482788,V21,365.01181557582936,63.76603948101783,1,motorcycle,False,True,True,0,2
8.02439260482788,V22,400.2838288710535,84.72733911845718,2,motorcycle,False,False,True,0,3
8.02439260482788,V23,425.3799564891236,80.14046182503475,1,car,False,False,True,0,3
8.02439260482788,V24,481.62541954938456,97.24573127106044,2,car,False,False,True,0,3
8.02439260482788,V25,544.2668246150748,109.33961057176896,1,truck,False,False,True,2,1
8.02439260482788,V26,543.0424701920088,102.74622093581021,2,truck,False,False,True,2,1
8.02439260482788,V27,618.0177691823043,120.24137110088355,1,car,False,False,True,3,0
8.02439260482788,V28,571.2934553117337,99.27934466253963,2,car,False,False,True,2,1
10.153437852859497,V15,290.45803176410504,85.25673046858574,1,motorcycle,False,False,True,2,2
10.153437852859497,V16,335.4201437624928,100,2,truck,False,False,True,1,3
10.153437852859497,V17,361.25866504763553,55.19310799287692,1,car,False,True,True,1,2
10.153437852859497,V18,392.9135757235407,66.11704035350962,2,motorcycle,False,True,True,1,2
10.153437852859497,V19,400.3820993547168,92.93251736263633,1,motorcycle,False,False,True,1,3
10.153437852859497,V20,434.4389365072694,99.59720165539255,2,car,False,False,True,1,3
10.153437852859497,V21,402.7231442821786,63.76603948101783,1,motorcycle,False,True,True,1,2
10.153437852859497,V22,450.39170074008535,84.72733911845718,2,motorcycle,False,False,True,0,4
10.153437852859497,V23,472.7751424401373,80.14046182503475,1,car,False,False,True,0,4
10.153437852859497,V24,539.1366867866097,97.24573127106044,2,car,False,False,True,0,4
10.153437852859497,V25,572.0651613241406,47.00417346468278,1,truck,False,True,True,2,1
10.153437852859497,V26,603.8067350355069,102.74622093581021,2,truck,False,False,True,2,2
10.153437852859497,V27,689.1286913376216,120.24137110088355,1,car,False,False,True,3,1
10.153437852859497,V28,630.007404473254,99.27934466253963,2,car,False,False,True,2,2
12.608101844787598,V15,348.5904279726486,85.25673046858574,1,motorcycle,False,False,True,2,2
12.608101844787598,V16,403.60525464938445,100,2,truck,False,False,True,1,3
12.608101844787598,V17,398.89214693450054,55.19310799287692,1,car,False,True,True,1,2
12.608101844787598,V18,437.9955530037122,66.11704035350962,2,motorcycle,False,True,True,1,2
12.608101844787598,V19,463.7482393684102,92.93251736263633,1,motorcycle,False,False,True,1,3
12.608101844787598,V20,502.3493988962399,99.59720165539255,2,car,False,False,True,1,3
12.608101844787598,V21,446.2020890104898,63.76603948101783,1,motorcycle,False,True,True,1,2
12.608101844787598,V22,508.1631308695181,84.72733911845718,2,motorcycle,False,False,True,0,4
12.608101844787598,V23,527.4190052008043,80.14046182503475,1,car,False,False,True,0,4
12.608101844787598,V24,605.443796486551,97.24573127106044,2,car,False,False,True,0,4
12.608101844787598,V25,610.1403844357699,55.84096383562394,1,truck,False,True,True,2,1
12.608101844787598,V26,673.8643597126799,102.74622093581021,2,truck,False,False,True,2,2
12.608101844787598,V27,771.115403554678,120.24137110088355,1,car,False,False,True,3,1
12.608101844787598,V28,697.701135719186,99.27934466253963,2,car,False,False,True,2,2
14.007912397384644,V15,381.74133658093984,85.25673046858574,1,motorcycle,False,False,True,2,2
14.007912397384644,V16,442.4888811104135,100,2,truck,False,False,True,1,3
14.007912397384644,V17,420.3532288786832,55.19310799287692,1,car,False,True,True,1,2
14.007912397384644,V18,463.7042560018587,66.11704035350962,2,motorcycle,False,True,True,1,2
14.007912397384644,V19,499.8837722805287,92.93251736263633,1,motorcycle,False,False,True,1,3
14.007912397384644,V20,541.0764027535606,99.59720165539255,2,car,False,False,True,1,3
14.007912397384644,V21,470.9966376112811,63.76603948101783,1,motorcycle,False,True,True,1,2
14.007912397384644,V22,541.1081929227083,84.72733911845718,2,motorcycle,False,False,True,0,4
14.007912397384644,V23,558.5805230209944,80.14046182503475,1,car,False,False,True,0,4
14.007912397384644,V24,643.2564633832862,97.24573127106044,2,car,False,False,True,0,4
14.007912397384644,V25,633.8128458090142,60.8802818249733,1,truck,False,True,True,2,1
14.007912397384644,V26,713.815816464184,102.74622093581021,2,truck,False,False,True,2,2
14.007912397384644,V27,817.8696091451653,120.24137110088355,1,car,False,False,True,3,1
14.007912397384644,V28,736.3045452507255,99.27934466253963,2,car,False,False,True,2,2
14.936646223068237,V15,403.73600587354116,85.25673046858574,1,motorcycle,False,False,True,2,2
14.936646223068237,V16,468.28704293495775,100,2,truck,False,False,True,1,3
14.936646223068237,V17,434.59203619468104,55.19310799287692,1,car,False,True,True,1,2
14.936646223068237,V18,480.76123706585633,66.11704035350962,2,motorcycle,False,True,True,1,2
14.936646223068237,V19,523.8586534973643,92.93251736263633,1,motorcycle,False,False,True,1,3
14.936646223068237,V20,566.7706500093365,99.59720165539255,2,car,False,False,True,1,3
14.936646223068237,V21,487.44710366569683,63.76603948101783,1,motorcycle,False,True,True,1,2
14.936646223068237,V22,562.9662889781183,84.72733911845718,2,motorcycle,False,False,True,0,4
14.936646223068237,V23,579.255289049554,80.14046182503475,1,car,False,False,True,0,4
14.936646223068237,V24,668.3440745040559,97.24573127106044,2,car,False,False,True,0,4
14.936646223068237,V25,650.3813859524283,64.22372359743424,1,truck,False,True,True,2,1
14.936646223068237,V26,740.322452809808,102.74622093581021,2,truck,False,False,True,2,2
14.936646223068237,V27,848.8896726418221,120.24137110088355,1,car,False,False,True,3,1
14.936646223068237,V28,761.9167912451145,99.27934466253963,2,car,False,False,True,2,2
16.066577196121216,V15,430.4955115451202,85.25673046858574,1,motorcycle,False,False,True,3,2
16.066577196121216,V16,499.6740144086516,100,2,truck,False,False,True,1,4
16.066577196121216,V17,451.91548125585035,55.19310799287692,1,car,False,True,True,1,3
16.066577196121216,V18,501.51337366086307,66.11704035350962,2,motorcycle,False,True,True,1,3
16.066577196121216,V19,553.0273562117605,92.93251736263633,1,motorcycle,False,False,True,1,4
16.066577196121216,V20,576.0603152499261,29.597201655392553,2,car,False,True,True,1,3
16.066577196121216,V21,507.46133228750824,63.76603948101783,1,motorcycle,False,True,True,1,3
16.066577196121216,V22,589.5596347376484,84.72733911845718,2,motorcycle,False,False,True,0,5
16.066577196121216,V23,604.4089529414641,80.14046182503475,1,car,False,False,True,0,5
16.066577196121216,V24,698.8665644374886,97.24573127106044,2,car,False,False,True,0,5
16.066577196121216,V25,671.8160117611635,68.29147510042496,1,truck,False,True,True,2,2
16.066577196121216,V26,772.5713798652292,102.74622093581021,2,truck,False,False,True,3,2
16.066577196121216,V27,886.6297974888348,120.24137110088355,1,car,False,False,True,4,1
16.066577196121216,V28,793.077570833616,99.27934466253963,2,car,False,False,True,3,2
17.67492914199829,V15,468.58518608630555,85.25673046858574,1,motorcycle,False,False,True,3,2
17.67492914199829,V16,544.3504573496815,100,2,truck,False,False,True,1,4
17.67492914199829,V17,476.573798655669,55.19310799287692,1,car,False,True,True,1,3
17.67492914199829,V18,531.0521154686965,66.11704035350962,2,motorcycle,False,True,True,1,3
17.67492914199829,V19,594.5462993049414,92.93251736263633,1,motorcycle,False,False,True,1,4
17.67492914199829,V20,589.2832921596391,29.597201655392553,2,car,False,True,True,1,3
17.67492914199829,V21,535.9497305319998,63.76603948101783,1,motorcycle,False,True,True,1,3
17.67492914199829,V22,627.4127960543588,84.72733911845718,2,motorcycle,False,False,True,0,5
17.67492914199829,V23,640.2128606414036,80.14046182503475,1,car,False,False,True,0,5
17.67492914199829,V24,742.3124980813911,97.24573127106044,2,car,False,False,True,0,5
17.67492914199829,V25,704.913009649799,74.08154210558243,1,truck,False,True,True,2,2
17.67492914199829,V26,818.474736635681,102.74622093581021,2,truck,False,False,True,3,2
17.67492914199829,V27,940.349365040233,120.24137110088355,1,car,False,False,True,4,1
17.67492914199829,V28,837.432050604004,99.27934466253963,2,car,False,False,True,3,2
18.796606063842773,V15,495.14921580811887,85.25673046858574,1,motorcycle,False,False,True,3,2
18.796606063842773,V16,575.5081496231394,100,2,truck,False,False,True,1,4
18.796606063842773,V17,493.7706974002469,55.19310799287692,1,car,False,True,True,1,3
18.796606063842773,V18,551.6526594423609,66.11704035350962,2,motorcycle,False,True,True,1,3
18.796606063842773,V19,623.5019270867693,92.93251736263633,1,motorcycle,False,False,True,1,4
18.796606063842773,V20,598.5050971729811,29.597201655392553,2,car,False,True,True,1,3
18.796606063842773,V21,555.8177568884669,63.76603948101783,1,motorcycle,False,True,True,1,3
18.796606063842773,V22,653.8118796483767,84.72733911845718,2,motorcycle,False,False,True,0,5
18.796606063842773,V23,665.1827791233759,80.14046182503475,1,car,False,False,True,0,5
18.796606063842773,V24,772.612023779902,97.24573127106044,2,car,False,False,True,0,5
18.796606063842773,V25,729.2532676874871,78.11957902422256,1,truck,False,True,True,2,2
18.796606063842773,V26,850.4880879774679,102.74622093581021,2,truck,False,False,True,3,2
18.796606063842773,V27,977.8138014332328,120.24137110088355,1,car,False,False,True,4,1
18.796606063842773,V28,868.3652033050637,99.27934466253963,2,car,False,False,True,3,2
